YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Total,Age(years),Education,Sex,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2016,2018,TX,California,Health Report,Risk Factors,Smoking,Percentage affected,%,Age-adjusted,26,32.62,*,Suppressed,12.56,68.44,2024,4262,18-25,Some College,Female,Medium,White,"(39.5658, -98.4217)",8,7,5,8,158,Age,Group B,1,1
2013,2023,CA,New York,Census,Prevention,Smoking,Incidence rate,%,Age-adjusted,74,74.7,,Estimate,41.53,68.6,929,9927,18-25,High School,Male,High,Asian,"(48.7190, -79.1345)",8,9,7,1,71,Race,Group A,1,3
2014,2015,WA,New York,Health Report,Prevention,Alcohol Use,Percentage affected,Rate per 100k,Crude,10.39,68.39,*,Suppressed,36.5,90.21,2175,8060,18-25,High School,Female,Low,Asian,"(42.0278, -73.6673)",7,5,2,6,29,Age,Group B,3,4
2014,2018,GA,California,Census,Risk Factors,Smoking,Percentage affected,Rate per 100k,Crude,24.48,81.54,,,45.78,86.45,1069,2802,50+,Some College,Male,High,White,"(28.4876, -98.1110)",8,9,2,6,189,Income,Group C,2,4
2022,2019,IL,California,Health Report,Prevention,Alcohol Use,Incidence rate,%,Age-adjusted,69.06,67.15,†,Estimate,36.52,70.37,3494,9598,50+,Some College,Male,Low,Other,"(29.4207, -98.1148)",8,7,1,3,133,Age,Group C,3,3
2022,2021,CA,Georgia,Survey,Prevention,Diabetes,Percentage affected,Rate per 100k,Age-adjusted,20.34,96.01,†,,1.21,86.55,3407,1829,26-35,Some College,Female,Low,Hispanic,"(32.6001, -108.8620)",4,2,8,9,14,Income,Group C,1,3
2011,2019,TX,Florida,Census,Prevention,Alcohol Use,Awareness level,Rate per 100k,Crude,45.95,84.02,*,Estimate,18,94.24,4595,2128,50+,Graduate,Male,High,White,"(31.7157, -84.6365)",7,2,2,3,186,Sex,Group B,4,3
2024,2022,FL,Illinois,Census,Prevention,Obesity,Incidence rate,%,Crude,28.27,55.62,,Suppressed,1.82,51.2,3493,3439,50+,High School,Female,Medium,Other,"(27.1553, -69.1707)",7,6,9,9,130,Sex,Group C,4,2
2024,2020,GA,Georgia,Health Report,Prevention,Smoking,Percentage affected,Rate per 100k,Age-adjusted,81.72,66.4,†,Suppressed,38.44,77.33,1868,5875,18-25,Some College,Female,High,Other,"(32.1372, -110.1474)",7,5,2,5,105,Race,Group B,2,2
2016,2023,WA,Texas,Health Report,Health Status,Obesity,Awareness level,Rate per 100k,Age-adjusted,62.54,46.01,†,Estimate,5.72,51.52,3118,8789,36-50,High School,Male,Medium,Black,"(45.6632, -101.2174)",7,5,7,6,43,Sex,Group A,4,1
2013,2012,IL,Washington,Health Report,Prevention,Smoking,Percentage affected,%,Crude,13.74,46.27,†,Suppressed,39.07,54.4,4264,3261,36-50,Some College,Female,High,Hispanic,"(46.8634, -73.9737)",3,8,8,9,179,Income,Group B,4,2
2015,2015,TX,North Carolina,Survey,Health Status,Alcohol Use,Percentage affected,%,Crude,44.28,39.61,†,Suppressed,22.86,52.46,4536,3084,26-35,Some College,Female,Low,Asian,"(41.5973, -97.6985)",7,2,8,5,29,Sex,Group C,3,2
2022,2013,NC,California,Census,Health Status,Alcohol Use,Awareness level,%,Age-adjusted,29.1,7.13,*,,35.15,63.9,1100,4072,26-35,High School,Female,Low,Black,"(35.3921, -73.2740)",5,1,6,5,149,Age,Group B,3,2
2024,2020,FL,Washington,Health Report,Prevention,Obesity,Percentage affected,%,Crude,13.39,15.73,,Estimate,25.87,90.4,4742,6617,50+,High School,Male,Low,Black,"(34.4145, -118.3894)",4,8,9,7,54,Sex,Group B,4,1
2012,2017,NY,North Carolina,Health Report,Prevention,Smoking,Incidence rate,%,Age-adjusted,96.35,26.25,,,36.16,91.33,66,441,18-25,Some College,Male,High,Asian,"(43.6099, -88.0987)",7,2,5,3,148,Sex,Group B,2,3
2020,2013,WA,Texas,Census,Prevention,Smoking,Incidence rate,%,Crude,53.5,77.24,,Estimate,17.86,53.87,2142,1817,18-25,High School,Female,Low,White,"(42.0428, -94.4987)",4,3,9,1,23,Income,Group A,4,4
2023,2024,WA,North Carolina,Census,Risk Factors,Alcohol Use,Incidence rate,%,Crude,81.8,90.57,,Suppressed,7.51,81.99,3230,8854,26-35,High School,Male,High,Other,"(27.3469, -103.5137)",8,9,7,2,148,Sex,Group B,3,2
2024,2021,NC,Illinois,Census,Health Status,Obesity,Percentage affected,Rate per 100k,Crude,68.05,97.51,*,Suppressed,12.13,91.53,3283,389,26-35,Graduate,Male,Low,Other,"(27.8627, -120.0265)",3,9,4,9,137,Sex,Group C,2,2
2024,2012,GA,Texas,Health Report,Health Status,Diabetes,Awareness level,%,Age-adjusted,89.92,99.77,*,Suppressed,43.98,91.36,3763,1461,26-35,High School,Male,Low,White,"(48.7911, -108.4121)",8,5,1,8,159,Sex,Group A,1,3
2011,2012,NY,North Carolina,Health Report,Health Status,Diabetes,Awareness level,%,Age-adjusted,65.8,22.59,*,Estimate,10.12,68.87,2047,7306,36-50,Some College,Male,Medium,Hispanic,"(25.1164, -93.6923)",8,4,1,8,188,Sex,Group B,4,1
2022,2024,TX,North Carolina,Survey,Prevention,Obesity,Incidence rate,Rate per 100k,Age-adjusted,19.01,44.81,†,Suppressed,31.63,67.93,4982,5246,26-35,Some College,Male,Low,Hispanic,"(30.4904, -67.5161)",9,2,8,3,60,Income,Group A,1,4
2021,2022,CA,Illinois,Census,Health Status,Diabetes,Percentage affected,%,Crude,71.86,8.6,*,Estimate,29.73,83.29,1395,313,26-35,Some College,Female,Low,Hispanic,"(37.6899, -114.4275)",4,4,6,2,153,Income,Group C,2,1
2013,2024,CA,New York,Survey,Health Status,Diabetes,Awareness level,%,Crude,31.87,29.61,*,,44.04,86.03,2721,3129,50+,Some College,Male,Low,Asian,"(47.0145, -79.9901)",8,2,9,6,157,Income,Group C,4,1
2023,2018,IL,Texas,Health Report,Health Status,Diabetes,Incidence rate,Rate per 100k,Age-adjusted,12.21,36.56,,Suppressed,29.9,86.57,76,7111,18-25,Graduate,Male,Low,White,"(32.3216, -79.9522)",1,6,9,1,86,Age,Group B,1,4
2024,2023,GA,North Carolina,Census,Prevention,Alcohol Use,Percentage affected,Rate per 100k,Crude,63.38,27.08,*,,36.54,59.5,859,2071,26-35,Graduate,Female,Low,Hispanic,"(31.1198, -108.7154)",6,3,4,2,8,Race,Group C,3,3
2019,2016,CA,Washington,Health Report,Prevention,Alcohol Use,Percentage affected,Rate per 100k,Age-adjusted,80.57,71.8,†,Suppressed,17.38,67.83,3756,8426,26-35,High School,Male,Medium,Asian,"(43.9443, -118.9044)",7,2,1,6,84,Race,Group A,3,2
2014,2024,GA,Georgia,Survey,Health Status,Diabetes,Incidence rate,%,Crude,98.83,54.09,,Estimate,46.66,52.67,1049,4057,26-35,Some College,Female,Medium,Other,"(30.5146, -73.2314)",2,7,9,6,69,Sex,Group C,3,3
2018,2016,GA,Illinois,Census,Prevention,Alcohol Use,Awareness level,%,Age-adjusted,2.32,74.23,*,,10.52,52.78,534,6954,50+,High School,Female,Medium,White,"(40.5130, -92.3410)",6,9,5,5,104,Age,Group B,2,4
2020,2011,IL,Illinois,Census,Health Status,Obesity,Incidence rate,Rate per 100k,Age-adjusted,11.43,18.35,,Suppressed,30.07,62.27,1214,4217,36-50,Graduate,Male,High,Black,"(41.2255, -88.2828)",8,3,4,9,14,Age,Group B,2,2
2014,2012,NY,North Carolina,Health Report,Prevention,Alcohol Use,Incidence rate,%,Age-adjusted,21.86,48.9,*,,4.06,96.62,1827,7585,50+,Graduate,Female,Low,Hispanic,"(30.6675, -116.5695)",8,1,5,9,82,Sex,Group B,1,4
2010,2020,IL,Washington,Health Report,Health Status,Smoking,Incidence rate,Rate per 100k,Age-adjusted,91.79,95.36,*,,42.12,68.81,952,6307,18-25,Graduate,Female,Medium,Asian,"(42.7635, -89.0967)",8,5,2,5,67,Race,Group A,4,2
2024,2011,NC,Georgia,Census,Health Status,Alcohol Use,Percentage affected,Rate per 100k,Age-adjusted,21.96,20.65,†,,32.07,52.55,2009,7037,26-35,Graduate,Male,Medium,Black,"(33.9344, -102.0787)",4,7,6,8,53,Race,Group A,2,4
2022,2020,IL,North Carolina,Survey,Health Status,Diabetes,Awareness level,Rate per 100k,Crude,44.59,68.79,†,,8.53,94.96,1691,7407,18-25,High School,Female,Medium,Black,"(32.0965, -91.6625)",9,2,1,1,108,Income,Group A,2,3
2022,2023,NY,Illinois,Survey,Risk Factors,Obesity,Awareness level,Rate per 100k,Age-adjusted,18.16,75.38,,Estimate,46.14,52.62,2337,5137,36-50,High School,Female,Low,Black,"(45.9596, -102.7160)",9,7,5,1,153,Sex,Group A,4,4
2012,2019,TX,Washington,Health Report,Health Status,Obesity,Percentage affected,Rate per 100k,Crude,20.9,49.09,,Estimate,9.34,88.36,2982,6954,18-25,Some College,Female,Low,White,"(32.8494, -70.0037)",5,6,6,1,101,Race,Group A,3,2
2010,2016,GA,Illinois,Survey,Prevention,Diabetes,Percentage affected,%,Crude,68.28,78.18,†,,5.9,73.93,2835,6511,26-35,High School,Male,Low,Black,"(27.4866, -99.4191)",8,5,1,5,103,Sex,Group B,1,3
2014,2013,NY,North Carolina,Census,Prevention,Alcohol Use,Awareness level,Rate per 100k,Age-adjusted,16.39,3.17,*,,2.12,51.45,4657,7610,50+,Some College,Female,Low,White,"(46.8901, -103.2331)",1,6,3,2,181,Income,Group C,4,3
2012,2023,NC,California,Census,Prevention,Diabetes,Percentage affected,%,Age-adjusted,11.77,40.73,†,Estimate,21.58,93.65,3923,4919,18-25,High School,Male,Medium,Asian,"(44.6574, -113.2600)",6,8,9,2,179,Age,Group C,1,2
2012,2020,GA,North Carolina,Survey,Prevention,Smoking,Awareness level,Rate per 100k,Age-adjusted,97.1,61.04,†,Estimate,22.33,65.46,829,497,36-50,Some College,Male,Low,Black,"(42.8156, -113.0555)",2,5,5,2,164,Sex,Group B,3,2
2019,2023,NC,North Carolina,Survey,Risk Factors,Diabetes,Awareness level,%,Crude,62.3,26.65,*,Estimate,22.86,98.41,2968,7511,50+,Graduate,Female,High,White,"(44.8310, -71.0263)",3,7,4,5,91,Race,Group A,4,3
2016,2017,NY,Illinois,Census,Health Status,Obesity,Awareness level,%,Age-adjusted,93.92,35.76,,Estimate,23.07,68.79,3187,2658,26-35,Graduate,Male,Medium,Other,"(35.7192, -98.4728)",8,7,1,8,152,Age,Group C,3,2
2011,2014,WA,California,Health Report,Risk Factors,Obesity,Awareness level,Rate per 100k,Age-adjusted,32.16,29.79,†,Suppressed,11.25,68.25,200,5033,36-50,Graduate,Female,Medium,Hispanic,"(46.1006, -90.1183)",3,2,2,9,81,Race,Group C,1,4
2015,2021,IL,Georgia,Survey,Health Status,Smoking,Incidence rate,Rate per 100k,Age-adjusted,82.81,86.71,*,,6.62,87.46,2536,8615,36-50,Some College,Male,Low,Black,"(26.9342, -94.7099)",3,7,9,1,14,Age,Group C,3,3
2024,2017,GA,Florida,Health Report,Prevention,Alcohol Use,Incidence rate,%,Crude,81.38,38.22,†,,35.37,92.13,1511,131,18-25,Graduate,Female,Medium,Hispanic,"(45.9111, -79.6884)",2,5,6,3,178,Race,Group C,1,1
2024,2022,NC,Texas,Survey,Health Status,Smoking,Percentage affected,Rate per 100k,Crude,40.08,13.09,*,Suppressed,44.52,63.31,285,8074,26-35,Graduate,Female,High,Hispanic,"(38.9487, -86.1843)",7,5,5,3,61,Age,Group B,3,3
2013,2020,CA,Georgia,Health Report,Risk Factors,Alcohol Use,Incidence rate,Rate per 100k,Crude,1.92,71.31,,Estimate,38.12,59.57,3116,5910,18-25,High School,Female,Low,Black,"(31.5245, -114.9450)",3,4,2,6,32,Sex,Group C,2,4
2013,2024,NC,New York,Health Report,Prevention,Alcohol Use,Awareness level,Rate per 100k,Age-adjusted,77.05,92,†,Suppressed,42.89,76.81,2519,3878,18-25,Some College,Female,Low,Black,"(31.1768, -79.4237)",8,3,9,7,9,Income,Group A,3,1
2016,2011,CA,North Carolina,Health Report,Health Status,Diabetes,Awareness level,Rate per 100k,Crude,94.1,95.54,,,22.12,68.51,1666,6239,36-50,Graduate,Female,High,Black,"(37.4816, -111.7078)",3,7,4,6,22,Sex,Group C,1,4
2013,2017,IL,Florida,Census,Risk Factors,Alcohol Use,Incidence rate,Rate per 100k,Crude,36.37,91.91,*,Estimate,42.71,71.13,3700,7728,50+,Some College,Female,High,Asian,"(25.0835, -108.1015)",7,7,2,7,51,Income,Group A,4,3
2018,2014,GA,California,Survey,Health Status,Obesity,Incidence rate,Rate per 100k,Age-adjusted,33.01,18.38,†,Suppressed,37.72,83.64,4501,2740,36-50,Graduate,Male,Low,White,"(43.7350, -108.2648)",6,9,2,2,107,Race,Group C,2,1
2021,2019,NC,Illinois,Census,Risk Factors,Alcohol Use,Incidence rate,Rate per 100k,Crude,63.79,92.26,,Suppressed,30.4,82.32,3129,5330,18-25,Some College,Female,High,Asian,"(34.0355, -72.0309)",5,2,5,1,116,Age,Group B,2,2
2016,2015,NC,Florida,Health Report,Risk Factors,Diabetes,Awareness level,Rate per 100k,Age-adjusted,80.91,78.4,*,,5.42,64.16,3990,6319,26-35,High School,Male,High,Hispanic,"(40.8393, -79.9210)",1,3,6,2,95,Income,Group A,1,1
2024,2020,NC,New York,Survey,Health Status,Smoking,Awareness level,%,Crude,99.17,73.52,†,Estimate,34.02,81.71,3234,6120,50+,Graduate,Female,High,Hispanic,"(32.8172, -111.4555)",9,3,5,9,82,Income,Group B,4,3
2024,2015,NC,Georgia,Survey,Prevention,Smoking,Awareness level,Rate per 100k,Crude,95.17,53.15,†,,26.62,55.38,1016,1156,26-35,High School,Female,Low,Other,"(38.0619, -107.8862)",8,2,7,5,149,Sex,Group C,4,4
2015,2015,NY,Washington,Census,Health Status,Obesity,Percentage affected,%,Crude,33.6,26.35,*,Suppressed,45.85,96.33,1409,2143,50+,High School,Male,Low,White,"(26.0037, -102.4311)",2,4,4,1,143,Age,Group B,2,4
2023,2017,CA,New York,Census,Health Status,Obesity,Incidence rate,%,Crude,74.58,31.6,,Estimate,7.11,62.76,2868,1588,36-50,Some College,Female,High,Asian,"(47.2521, -81.6772)",7,4,8,9,70,Age,Group B,2,4
2010,2022,TX,Florida,Census,Health Status,Diabetes,Awareness level,%,Crude,16.29,18.88,,Suppressed,6.43,65.65,3749,6645,26-35,Graduate,Female,Low,White,"(27.5659, -79.9728)",8,3,6,4,18,Income,Group B,3,1
2024,2013,TX,Texas,Census,Prevention,Alcohol Use,Awareness level,Rate per 100k,Age-adjusted,31.16,78.47,†,Suppressed,38.5,97.53,4913,590,26-35,Some College,Male,High,Black,"(28.3373, -79.5436)",3,5,7,3,72,Sex,Group C,4,1
2020,2021,WA,North Carolina,Health Report,Health Status,Smoking,Percentage affected,Rate per 100k,Age-adjusted,39.87,2.33,,Estimate,22.07,86.62,2398,9223,18-25,Some College,Male,Medium,Other,"(31.5342, -72.6644)",4,5,5,6,198,Race,Group B,2,4
2015,2011,GA,Florida,Health Report,Risk Factors,Obesity,Incidence rate,%,Age-adjusted,18.63,88.51,,Estimate,7.5,97.16,2320,9364,36-50,Some College,Male,Medium,Hispanic,"(43.1589, -87.2025)",2,1,7,4,129,Age,Group C,3,2
2017,2023,FL,Georgia,Census,Prevention,Smoking,Awareness level,Rate per 100k,Crude,83.78,78.68,*,Estimate,12.99,68.48,2915,3936,50+,High School,Female,Low,Other,"(32.2133, -118.6398)",8,7,2,8,126,Income,Group C,4,1
2017,2021,GA,Florida,Census,Prevention,Smoking,Awareness level,Rate per 100k,Crude,76.38,64.34,†,,45.51,82.7,4568,6301,50+,Graduate,Male,Medium,Asian,"(29.1302, -107.8362)",9,4,3,3,109,Sex,Group A,4,3
2015,2014,NC,New York,Survey,Prevention,Alcohol Use,Incidence rate,%,Age-adjusted,33.66,23.21,,Suppressed,43.03,73.36,1354,2442,18-25,Some College,Female,High,Asian,"(44.2770, -87.9246)",8,1,4,4,168,Income,Group A,2,3
2016,2011,FL,Georgia,Survey,Prevention,Alcohol Use,Percentage affected,%,Age-adjusted,44.4,74.3,*,Estimate,9.69,66.5,892,525,18-25,High School,Female,Medium,Black,"(41.2891, -93.0411)",2,4,1,6,170,Age,Group B,4,1
2011,2018,GA,Illinois,Health Report,Health Status,Diabetes,Incidence rate,Rate per 100k,Age-adjusted,33.24,1.08,†,,48.41,80.06,2421,8504,36-50,High School,Male,Low,Hispanic,"(46.5783, -68.6282)",9,1,8,5,195,Race,Group B,1,3
2015,2010,WA,Illinois,Census,Risk Factors,Alcohol Use,Awareness level,Rate per 100k,Crude,65.86,13.61,,Suppressed,11.42,93.27,4920,2268,26-35,Some College,Male,High,Hispanic,"(27.0283, -109.6822)",9,1,7,4,176,Race,Group C,2,1
2013,2012,IL,Georgia,Health Report,Risk Factors,Obesity,Awareness level,%,Crude,95.06,23.72,*,Suppressed,3,75.39,1072,5607,18-25,Some College,Female,High,Black,"(27.8189, -115.6258)",8,3,4,7,10,Income,Group C,3,1
2018,2015,TX,Illinois,Health Report,Risk Factors,Obesity,Awareness level,%,Age-adjusted,32.59,1.87,*,Estimate,20.18,83.61,1536,4121,36-50,Some College,Male,Low,Asian,"(39.4150, -85.5857)",6,3,7,1,169,Age,Group C,1,4
2024,2023,CA,Florida,Health Report,Prevention,Alcohol Use,Awareness level,Rate per 100k,Crude,92.24,91.53,,,16.73,81.18,1643,4781,50+,Graduate,Female,High,Asian,"(40.9844, -111.7477)",7,1,2,5,160,Sex,Group A,1,2
2020,2023,NC,Florida,Health Report,Prevention,Smoking,Percentage affected,%,Age-adjusted,69.26,55.85,†,Suppressed,17.88,63.49,1142,1357,50+,Some College,Male,High,Black,"(33.1419, -92.6933)",9,4,4,4,17,Age,Group B,4,3
2013,2024,NY,Texas,Health Report,Risk Factors,Obesity,Awareness level,%,Age-adjusted,86.08,25.59,,Suppressed,43.43,68.33,1079,8807,26-35,Graduate,Female,Medium,Hispanic,"(38.5798, -67.3885)",1,1,3,9,81,Sex,Group C,4,1
2013,2023,CA,Florida,Health Report,Prevention,Obesity,Awareness level,%,Age-adjusted,47.62,2.87,,,31.91,55.38,3183,9642,26-35,High School,Male,Medium,Asian,"(39.0114, -86.1206)",1,8,2,2,1,Race,Group A,1,2
2021,2022,IL,Washington,Survey,Risk Factors,Smoking,Incidence rate,Rate per 100k,Crude,49.56,15.6,,Suppressed,33.66,62.13,1961,6620,50+,Some College,Female,High,Hispanic,"(30.5619, -79.4917)",4,6,2,9,112,Income,Group B,3,2
2022,2018,GA,Illinois,Census,Prevention,Alcohol Use,Awareness level,%,Crude,36.47,58.68,*,,8.66,83.08,3951,9569,36-50,Some College,Female,Low,Asian,"(35.0966, -69.9378)",3,8,5,9,60,Income,Group C,2,3
2010,2017,GA,New York,Survey,Risk Factors,Obesity,Awareness level,%,Crude,55.74,35.22,†,Suppressed,21.29,85.06,4276,4544,50+,Some College,Female,Medium,Other,"(25.1103, -115.0277)",4,9,7,2,154,Age,Group B,1,4
2022,2020,CA,California,Survey,Health Status,Smoking,Incidence rate,Rate per 100k,Age-adjusted,54.38,16.53,,,14.05,64.77,1233,1781,36-50,Graduate,Male,Low,Asian,"(42.5494, -105.0256)",6,2,5,4,199,Income,Group B,2,1
2010,2012,NC,New York,Health Report,Health Status,Diabetes,Percentage affected,%,Age-adjusted,94.98,37,*,,44.61,56.8,1910,2542,26-35,High School,Female,Medium,Asian,"(28.5579, -80.2949)",8,4,2,1,179,Race,Group B,4,2
2022,2017,NY,New York,Health Report,Health Status,Obesity,Incidence rate,%,Age-adjusted,60.45,59.59,*,,25.13,72.22,2283,7934,50+,Some College,Female,Low,White,"(39.6235, -116.8256)",5,1,9,7,62,Race,Group C,4,4
2015,2019,TX,New York,Census,Health Status,Obesity,Percentage affected,%,Age-adjusted,19.95,40.64,*,,15.85,86.93,2200,9593,26-35,Some College,Female,Medium,Hispanic,"(47.3261, -109.6337)",3,7,1,3,131,Income,Group A,4,3
2010,2010,IL,Texas,Health Report,Risk Factors,Obesity,Percentage affected,Rate per 100k,Crude,5.15,88.38,,,25.54,57.64,2872,7449,26-35,Graduate,Female,Medium,Hispanic,"(32.5020, -84.5525)",3,3,2,1,61,Age,Group B,4,4
2021,2023,FL,Washington,Health Report,Prevention,Smoking,Incidence rate,Rate per 100k,Age-adjusted,69.2,75,†,,19.49,91.32,4072,3864,26-35,High School,Male,High,Black,"(40.3866, -122.4798)",6,3,4,3,21,Sex,Group A,1,4
2019,2024,NC,California,Census,Prevention,Obesity,Percentage affected,Rate per 100k,Age-adjusted,49.74,40.48,,Suppressed,36.76,57.6,477,2692,18-25,Some College,Male,Low,Black,"(25.2313, -91.5286)",5,5,3,2,126,Sex,Group B,1,1
2021,2013,CA,Washington,Health Report,Prevention,Obesity,Awareness level,Rate per 100k,Age-adjusted,63.65,12.92,*,,42.73,89.11,4305,2008,50+,High School,Female,High,White,"(32.7480, -77.7717)",2,5,1,6,112,Sex,Group A,4,3
2015,2012,NY,Georgia,Census,Prevention,Alcohol Use,Awareness level,%,Crude,6.14,99.55,,Suppressed,47.27,95.76,3921,1103,26-35,Graduate,Male,High,White,"(30.7531, -114.4572)",1,8,6,3,160,Race,Group B,4,3
2014,2016,TX,Georgia,Health Report,Risk Factors,Alcohol Use,Percentage affected,%,Age-adjusted,15.22,42.42,†,,17.93,97.21,745,3343,26-35,Some College,Male,High,Black,"(33.9595, -84.7829)",5,3,7,5,116,Age,Group B,1,3
2024,2024,IL,California,Survey,Risk Factors,Alcohol Use,Incidence rate,Rate per 100k,Age-adjusted,59.63,12.52,*,Estimate,3.73,65.05,1642,4126,36-50,Graduate,Male,High,Black,"(47.8563, -122.8615)",5,8,3,6,20,Sex,Group C,4,1
2022,2016,NY,Florida,Survey,Health Status,Smoking,Awareness level,Rate per 100k,Age-adjusted,72.98,37.26,,Suppressed,34.88,58.82,662,5404,50+,Some College,Male,High,Asian,"(40.8806, -95.3356)",8,6,7,8,9,Race,Group A,1,4
2019,2023,CA,California,Census,Risk Factors,Diabetes,Awareness level,Rate per 100k,Age-adjusted,77.04,95.49,†,Suppressed,2.51,78.79,2662,2784,50+,High School,Male,Medium,White,"(32.4061, -93.6874)",5,4,7,4,126,Age,Group C,4,3
2017,2021,GA,Florida,Survey,Prevention,Smoking,Awareness level,Rate per 100k,Age-adjusted,92.13,76.14,†,,31.03,59.32,2862,5610,18-25,Graduate,Female,High,Asian,"(32.3675, -72.0171)",3,3,9,4,157,Sex,Group C,1,1
2019,2010,GA,Georgia,Census,Risk Factors,Obesity,Awareness level,Rate per 100k,Age-adjusted,1.92,4.12,†,,46.34,94.73,4602,3773,50+,Some College,Male,Low,White,"(25.7509, -104.3725)",9,9,1,1,25,Sex,Group A,1,1
2016,2022,WA,Texas,Health Report,Risk Factors,Smoking,Incidence rate,%,Age-adjusted,61.08,10.87,,Estimate,26.52,53.65,2022,2265,18-25,Graduate,Female,High,Hispanic,"(36.1378, -121.1070)",7,6,7,3,85,Sex,Group A,2,4
2018,2017,IL,New York,Census,Health Status,Obesity,Percentage affected,%,Crude,65.45,42.63,,,15.22,67.51,3278,1007,36-50,High School,Female,High,Black,"(29.3181, -79.8708)",9,3,6,4,185,Income,Group A,4,3
2013,2019,IL,Illinois,Survey,Health Status,Alcohol Use,Percentage affected,%,Age-adjusted,53.61,38.81,*,,22.74,66.89,4215,5394,50+,Some College,Female,Medium,Other,"(45.2558, -99.2995)",3,2,4,8,192,Race,Group A,3,4
2014,2010,GA,Texas,Health Report,Risk Factors,Diabetes,Awareness level,%,Crude,72.32,57.37,†,,1.78,54.65,1773,6378,36-50,High School,Male,Medium,Black,"(27.4488, -115.2870)",4,3,2,9,190,Sex,Group A,1,2
2012,2021,IL,Washington,Survey,Risk Factors,Alcohol Use,Percentage affected,Rate per 100k,Age-adjusted,26.03,82.25,,,19.72,81.48,1607,6960,26-35,High School,Female,High,Black,"(35.4295, -77.8558)",1,4,6,2,104,Sex,Group A,4,2
2017,2022,NC,Texas,Health Report,Health Status,Diabetes,Percentage affected,%,Age-adjusted,1.41,31.53,,Estimate,40.12,70.48,2660,8489,50+,Some College,Female,Low,White,"(42.3604, -104.6813)",2,8,3,2,59,Race,Group A,1,2
2016,2013,NC,Georgia,Census,Prevention,Smoking,Awareness level,Rate per 100k,Age-adjusted,49.01,52.45,†,,5,78.81,3544,6426,26-35,High School,Female,Low,Asian,"(39.3337, -93.5737)",5,8,1,1,56,Sex,Group A,3,3
2020,2016,IL,California,Survey,Prevention,Obesity,Incidence rate,Rate per 100k,Age-adjusted,89.62,52.18,*,,49.41,65.36,185,3117,26-35,Graduate,Male,High,Black,"(30.2851, -67.5309)",7,5,1,7,199,Sex,Group B,2,2
2018,2012,FL,Washington,Health Report,Risk Factors,Smoking,Percentage affected,Rate per 100k,Crude,83.2,57.11,†,Estimate,31.98,97.14,3386,8628,50+,Some College,Female,Low,Asian,"(31.7775, -123.3245)",2,8,4,7,134,Sex,Group C,4,4
2021,2014,GA,North Carolina,Health Report,Risk Factors,Obesity,Percentage affected,%,Crude,42.72,38.8,,Estimate,17.39,91.62,377,3262,26-35,High School,Female,High,Asian,"(31.5471, -72.8142)",2,5,6,9,129,Race,Group B,1,3
2019,2016,WA,North Carolina,Census,Risk Factors,Alcohol Use,Awareness level,%,Crude,49.82,91.57,,Estimate,18.66,97.82,2406,7929,18-25,Graduate,Female,Low,Asian,"(42.4760, -113.4289)",9,9,3,4,120,Sex,Group A,4,3
2013,2019,WA,California,Census,Health Status,Diabetes,Percentage affected,Rate per 100k,Age-adjusted,66.07,85.83,†,,47.06,78.34,2887,157,36-50,Some College,Male,High,Asian,"(27.9952, -109.0204)",2,4,9,4,40,Age,Group B,4,2
2020,2018,NC,North Carolina,Health Report,Health Status,Alcohol Use,Percentage affected,Rate per 100k,Age-adjusted,11.5,65.25,,Suppressed,16.25,66.84,460,1445,36-50,Graduate,Male,High,White,"(38.6498, -73.1480)",9,7,6,8,81,Income,Group C,2,2
2010,2019,NY,Illinois,Health Report,Risk Factors,Smoking,Awareness level,%,Crude,26.4,26.65,†,Suppressed,30.89,51.04,4355,9562,50+,High School,Male,Medium,White,"(39.3005, -119.3416)",6,7,7,4,16,Age,Group B,1,2
2012,2015,FL,Florida,Census,Prevention,Smoking,Awareness level,Rate per 100k,Crude,54.81,26.66,*,Suppressed,27.48,87.47,2371,2654,50+,High School,Male,High,Black,"(35.7332, -73.9220)",8,4,1,5,20,Sex,Group B,4,3
2015,2014,IL,Texas,Census,Risk Factors,Diabetes,Percentage affected,%,Age-adjusted,55.28,6.65,,Estimate,16.59,74.78,503,1026,36-50,High School,Female,Medium,Hispanic,"(40.0244, -72.3908)",8,3,8,7,132,Sex,Group C,3,3
2021,2011,NC,Illinois,Census,Risk Factors,Alcohol Use,Incidence rate,%,Age-adjusted,19.87,87.31,,Suppressed,20.69,81.31,581,3022,50+,High School,Male,High,White,"(37.7000, -108.6753)",6,1,8,4,12,Sex,Group A,1,3
2020,2024,CA,Illinois,Census,Risk Factors,Alcohol Use,Awareness level,Rate per 100k,Age-adjusted,36.98,9.68,†,Estimate,34.9,81.92,4210,8850,18-25,High School,Male,Low,Hispanic,"(35.6781, -108.6857)",4,5,7,5,119,Sex,Group C,1,2
